halfHour,demand0
1,0.4967892
2,0.4967892
3,0.4967892
4,0.4967892
5,0.4967892
6,0.4967892
7,0.4967892
8,0.4967892
9,0.4967892
10,0.4967892
11,0.4967892
12,0.4967892
13,0.4967892
14,0.4967892
15,0.4967892
16,0.4967892
17,0.4967892
18,0.4967892
19,0.4967892
20,0.4967892
21,0.4967892
22,0.4967892
23,0.4967892
24,0.4967892
25,0.4967892
26,0.4967892
27,0.4967892
28,0.4967892
29,0.4967892
30,0.4967892
31,0.4967892
32,0.4967892
33,0.4967892
34,0.4967892
35,0.4967892
36,0.4967892
37,0.4967892
38,0.4967892
39,0.4967892
40,0.4967892
41,0.4967892
42,0.4967892
43,0.4967892
44,0.4967892
45,0.4967892
46,0.4967892
47,0.4967892
48,0.4967892
49,0.4967892
50,0.4967892
51,0.4967892
52,0.4967892
53,0.4967892
54,0.4967892
55,0.4967892
56,0.4967892
57,0.4967892
58,0.4967892
59,0.4967892
60,0.4967892
61,0.4967892
62,0.4967892
63,0.4967892
64,0.4967892
65,0.4967892
66,0.4967892
67,0.4967892
68,0.4967892
69,0.4967892
70,0.4967892
71,0.4967892
72,0.4967892
73,0.4967892
74,0.4967892
75,0.4967892
76,0.4967892
77,0.4967892
78,0.4967892
79,0.4967892
80,0.4967892
81,0.4967892
82,0.4967892
83,0.4967892
84,0.4967892
85,0.4967892
86,0.4967892
87,0.4967892
88,0.4967892
89,0.4967892
90,0.4967892
91,0.4967892
92,0.4967892
93,0.4967892
94,0.4967892
95,0.4967892
96,0.4967892
97,0.4967892
98,0.4967892
99,0.4967892
100,0.4967892
101,0.4967892
102,0.4967892
103,0.4967892
104,0.4967892
105,0.4967892
106,0.4967892
107,0.4967892
108,0.4967892
109,0.4967892
110,0.4967892
111,0.4967892
112,0.4967892
113,0.4967892
114,0.4967892
115,0.4967892
116,0.4967892
117,0.4967892
118,0.4967892
119,0.4967892
120,0.4967892
121,0.4967892
122,0.4967892
123,0.4967892
124,0.4967892
125,0.4967892
126,0.4967892
127,0.4967892
128,0.4967892
129,0.4967892
130,0.4967892
131,0.4967892
132,0.4967892
133,0.4967892
134,0.4967892
135,0.4967892
136,0.4967892
137,0.4967892
138,0.4967892
139,0.4967892
140,0.4967892
141,0.4967892
142,0.4967892
143,0.4967892
144,0.4967892
145,0.4967892
146,0.4967892
147,0.4967892
148,0.4967892
149,0.4967892
150,0.4967892
151,0.4967892
152,0.4967892
153,0.4967892
154,0.4967892
155,0.4967892
156,0.4967892
157,0.4967892
158,0.4967892
159,0.4967892
160,0.4967892
161,0.4967892
162,0.4967892
163,0.4967892
164,0.4967892
165,0.4967892
166,0.4967892
167,0.4967892
168,0.4967892
169,0.4967892
170,0.4967892
171,0.4967892
172,0.4967892
173,0.4967892
174,0.4967892
175,0.4967892
176,0.4967892
177,0.4967892
178,0.4967892
179,0.4967892
180,0.4967892
181,0.4967892
182,0.4967892
183,0.4967892
184,0.4967892
185,0.4967892
186,0.4967892
187,0.4967892
188,0.4967892
189,0.4967892
190,0.4967892
191,0.4967892
192,0.4967892
193,0.4967892
194,0.4967892
195,0.4967892
196,0.4967892
197,0.4967892
198,0.4967892
199,0.4967892
200,0.4967892
201,0.4967892
202,0.4967892
203,0.4967892
204,0.4967892
205,0.4967892
206,0.4967892
207,0.4967892
208,0.4967892
209,0.4967892
210,0.4967892
211,0.4967892
212,0.4967892
213,0.4967892
214,0.4967892
215,0.4967892
216,0.4967892
217,0.4967892
218,0.4967892
219,0.4967892
220,0.4967892
221,0.4967892
222,0.4967892
223,0.4967892
224,0.4967892
225,0.4967892
226,0.4967892
227,0.4967892
228,0.4967892
229,0.4967892
230,0.4967892
231,0.4967892
232,0.4967892
233,0.4967892
234,0.4967892
235,0.4967892
236,0.4967892
237,0.4967892
238,0.4967892
239,0.4967892
240,0.4967892
241,0.4967892
242,0.4967892
243,0.4967892
244,0.4967892
245,0.4967892
246,0.4967892
247,0.4967892
248,0.4967892
249,0.4967892
250,0.4967892
251,0.4967892
252,0.4967892
253,0.4967892
254,0.4967892
255,0.4967892
256,0.4967892
257,0.4967892
258,0.4967892
259,0.4967892
260,0.4967892
261,0.4967892
262,0.4967892
263,0.4967892
264,0.4967892
265,0.4967892
266,0.4967892
267,0.4967892
268,0.4967892
269,0.4967892
270,0.4967892
271,0.4967892
272,0.4967892
273,0.4967892
274,0.4967892
275,0.4967892
276,0.4967892
277,0.4967892
278,0.4967892
279,0.4967892
280,0.4967892
281,0.4967892
282,0.4967892
283,0.4967892
284,0.4967892
285,0.4967892
286,0.4967892
287,0.4967892
288,0.4967892
289,0.4967892
290,0.4967892
291,0.4967892
292,0.4967892
293,0.4967892
294,0.4967892
295,0.4967892
296,0.4967892
297,0.4967892
298,0.4967892
299,0.4967892
300,0.4967892
301,0.4967892
302,0.4967892
303,0.4967892
304,0.4967892
305,0.4967892
306,0.4967892
307,0.4967892
308,0.4967892
309,0.4967892
310,0.4967892
311,0.4967892
312,0.4967892
313,0.4967892
314,0.4967892
315,0.4967892
316,0.4967892
317,0.4967892
318,0.4967892
319,0.4967892
320,0.4967892
321,0.4967892
322,0.4967892
323,0.4967892
324,0.4967892
325,0.4967892
326,0.4967892
327,0.4967892
328,0.4967892
329,0.4967892
330,0.4967892
331,0.4967892
332,0.4967892
333,0.4967892
334,0.4967892
335,0.4967892
336,0.4967892
