STNO,YEAR,MM,DD,HH,Clobal solar irradiation,Diffuse solar irradiation,SF_R,SF_S,Cloud Cover (octas),Dry bulb temp (oC),Wet bulb temp (oC),Atmospheric Pressure (hPa),Wind Speed (knots),Wind Direction (deg clock from N),RA,RD,Present weather code,SOLALT
10,1990,12,30,7,0,0,0,0,1,4.4,3.1,1012.4,3.6,220,0,0,2,-13.5
10,1990,12,30,8,0,0,0,0,1,4.6,3.1,1013.2,4.12,210,0,0,2,-5
10,1990,12,30,9,24,14,0.6,0.5,1,5.6,3.8,1014,4.63,210,0,0,2,2.9
10,1990,12,30,10,106,31,1,1,1,6.4,4.4,1014.7,3.6,210,0,0,2,8.5
10,1990,12,30,11,183,42,1,1,1,7.6,5,1014.9,6.17,210,0,0,2,12.9
10,1990,12,30,12,220,57,1,1,1,8.5,5.8,1014.9,6.69,220,0,0,2,15.2
10,1990,12,30,13,226,86,1,1,6,9.5,6.8,1015.2,6.69,220,0,0,2,15.2
10,1990,12,30,14,167,112,0.4,0.5,7,9.6,6.6,1014.5,6.17,220,0,0,2,12.9
10,1990,12,30,15,76,70,0.1,0,7,8.8,5.8,1014.7,6.69,220,0,0,2,8.5
10,1990,12,30,16,24,23,0,0,7,8.3,5.7,1014.9,6.17,220,0,0,2,2.9
10,1990,12,30,17,0,0,0,0,7,8,5.6,1015.6,4.63,220,0,0,2,-5
10,1990,12,30,18,0,0,0,0,6,7.6,5.3,1016.1,4.63,210,0,0,2,-13.4
10,1990,12,30,19,0,0,0,0,2,7,4.9,1016.7,3.6,220,0,0,2,-22.5
10,1990,12,30,20,0,0,0,0,2,6.6,4.8,1017.1,3.6,210,0,0,2,-31.8
10,1990,12,30,21,0,0,0,0,1,5.8,4.4,1017.5,3.09,190,0,0,2,-41
10,1990,12,30,22,0,0,0,0,5,5.7,4.5,1017.7,2.57,190,0,0,2,-49.7
10,1990,12,30,23,0,0,0,0,6,5.5,4.5,1017.6,2.06,180,0,0,2,-56.9
10,1990,12,30,24,0,0,0,0,4,5,4.1,1017.3,2.57,180,0,0,2,-61.2
10,1990,12,31,1,0,0,0,0,2,4.7,4,1017.1,2.57,180,0,0,2,-61.2
10,1990,12,31,2,0,0,0,0,5,4.8,4.2,1016.7,2.57,180,0,0,2,-56.8
10,1990,12,31,3,0,0,0,0,6,4.9,4.2,1016.4,2.57,180,0,0,2,-49.7
10,1990,12,31,4,0,0,0,0,7,5.5,4.6,1015.5,2.57,180,0,0,25,-41
10,1990,12,31,5,0,0,0,0,7,5.1,4.6,1014.7,2.06,170,0,0,2,-31.8
10,1990,12,31,6,0,0,0,0,7,6,5.5,1014.1,2.57,160,0,0,2,-22.4
10,1990,12,31,7,0,0,0,0,8,6,5.5,1013.4,3.6,160,0,0,2,-13.4
10,1990,12,31,8,0,0,0,0,7,7,6,1012.2,4.12,160,0,0,2,-5
10,1990,12,31,9,24,24,0,0,7,7.2,6.2,1011.6,4.12,160,0.2,0.1,62,3
10,1990,12,31,10,49,48,0,0,7,7.6,6.7,1010.8,4.63,170,0,0,21,8.6
10,1990,12,31,11,33,32,0,0,7,8.2,7,1010.1,5.14,170,1,0.3,60,12.9
10,1990,12,31,12,72,71,0,0.1,7,7.8,6.8,1008.8,4.63,200,0.2,0.1,21,15.2
10,1990,12,31,13,142,60,0.6,0.3,6,7.7,6.4,1007.9,5.14,190,0,0,25,15.2
10,1990,12,31,14,157,70,0.9,1,6,8.8,6.9,1007.3,6.17,220,0,0,2,12.9
10,1990,12,31,15,70,57,0.3,0.1,7,9,6.9,1007.3,6.17,230,0,0,3,8.6
10,1990,12,31,16,17,16,0,0,7,7.9,5.6,1008.3,7.2,250,0,0,2,3
10,1990,12,31,17,0,0,0,0,5,5.8,4.4,1009.6,5.14,250,0,0,2,-5
10,1990,12,31,18,0,0,0,0,7,4.9,3.8,1010.6,3.6,250,0,0,3,-13.4
10,1990,12,31,19,0,0,0,0,7,4,3.3,1011.3,3.6,240,0,0,2,-22.4
10,1990,12,31,20,0,0,0,0,6,4.2,3.4,1012,3.09,230,0,0,2,-31.7
10,1990,12,31,21,0,0,0,0,7,3.5,2.6,1012.4,2.57,230,0,0,2,-41
10,1990,12,31,22,0,0,0,0,2,2.5,2,1013.5,2.06,230,0,0,2,-49.6
10,1990,12,31,23,0,0,0,0,2,2.5,2,1013.5,2.06,220,0,0,2,-56.8
10,1990,12,31,24,0,0,0,0,3,1.2,0.8,1014.5,1.54,230,0,0,2,-61.1
