Conventions,G,BADC-CSV,1,,,,,,,,,,,,,,,,,,,
long_name,glbl_horz_ilmn_q,QC code: Global horizontal illumination,1,,,,,,,,,,,,,,,,,,,
type,glbl_horz_ilmn_q,int,,,,,,,,,,,,,,,,,,,,
long_name,meto_stmp_time,Met Office receipt stamp time,s,,,,,,,,,,,,,,,,,,,
type,meto_stmp_time,char,,,,,,,,,,,,,,,,,,,,
comments,meto_stmp_time,Met Office receipt stampe time in format (YYYY-MM-DD HH:MM:SS),,,,,,,,,,,,,,,,,,,,
long_name,midas_stmp_etime,Elapsed time to storage in MIDAS,minutes,,,,,,,,,,,,,,,,,,,
type,midas_stmp_etime,int,,,,,,,,,,,,,,,,,,,,
data,,,,,,,,,,,,,,,,,,,,,,
ob_end_time,id_type,id,ob_hour_count,version_num,met_domain_name,src_id,rec_st_ind,glbl_irad_amt,Average W/m2,glbl_irad_amt_q,difu_irad_amt,difu_irad_amt_q,direct_irad,direct_irad_q,irad_bal_amt,irad_bal_amt_q,glbl_s_lat_irad_amt,glbl_s_lat_irad_amt_q,glbl_horz_ilmn,glbl_horz_ilmn_q,meto_stmp_time,midas_stmp_etime
01/01/2019 00:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31/12/2018 23:51,0
01/01/2019 01:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01/01/2019 00:51,0
01/01/2019 02:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01/01/2019 01:51,0
01/01/2019 03:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01/01/2019 02:51,0
01/01/2019 04:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01/01/2019 03:51,0
01/01/2019 05:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01/01/2019 04:51,0
01/01/2019 06:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01/01/2019 05:52,0
01/01/2019 07:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01/01/2019 06:51,0
01/01/2019 08:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01/01/2019 07:51,0
01/01/2019 09:00,DCNN,7511,1,1,HCM,1145,1011,4,1.111111111,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01/01/2019 08:52,0
01/01/2019 10:00,DCNN,7511,1,1,HCM,1145,1011,50,13.88888889,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01/01/2019 09:51,0
01/01/2019 11:00,DCNN,7511,1,1,HCM,1145,1011,166,46.11111111,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01/01/2019 10:51,0
01/01/2019 12:00,DCNN,7511,1,1,HCM,1145,1011,363,100.8333333,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01/01/2019 11:51,0
01/01/2019 13:00,DCNN,7511,1,1,HCM,1145,1011,477,132.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01/01/2019 12:51,0
01/01/2019 14:00,DCNN,7511,1,1,HCM,1145,1011,512,142.2222222,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01/01/2019 13:51,0
01/01/2019 15:00,DCNN,7511,1,1,HCM,1145,1011,276,76.66666667,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01/01/2019 14:51,0
01/01/2019 16:00,DCNN,7511,1,1,HCM,1145,1011,126,35,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01/01/2019 15:51,0
01/01/2019 17:00,DCNN,7511,1,1,HCM,1145,1011,9,2.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01/01/2019 16:51,0
01/01/2019 18:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01/01/2019 17:52,0
01/01/2019 19:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01/01/2019 18:51,0
01/01/2019 20:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01/01/2019 19:51,0
01/01/2019 21:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01/01/2019 20:52,0
01/01/2019 22:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01/01/2019 21:51,0
01/01/2019 23:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01/01/2019 22:51,0
02/01/2019 00:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01/01/2019 23:51,0
02/01/2019 01:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02/01/2019 00:51,0
02/01/2019 02:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02/01/2019 01:51,0
02/01/2019 03:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02/01/2019 02:51,0
02/01/2019 04:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02/01/2019 03:51,0
02/01/2019 05:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02/01/2019 04:51,0
02/01/2019 06:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02/01/2019 05:52,0
02/01/2019 07:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02/01/2019 06:51,0
02/01/2019 08:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02/01/2019 07:51,0
02/01/2019 09:00,DCNN,7511,1,1,HCM,1145,1011,9,2.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02/01/2019 08:52,0
02/01/2019 10:00,DCNN,7511,1,1,HCM,1145,1011,108,30,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02/01/2019 09:51,0
02/01/2019 11:00,DCNN,7511,1,1,HCM,1145,1011,483,134.1666667,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02/01/2019 10:53,0
02/01/2019 12:00,DCNN,7511,1,1,HCM,1145,1011,512,142.2222222,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02/01/2019 11:52,0
02/01/2019 13:00,DCNN,7511,1,1,HCM,1145,1011,569,158.0555556,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02/01/2019 12:52,0
02/01/2019 14:00,DCNN,7511,1,1,HCM,1145,1011,290,80.55555556,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02/01/2019 13:53,0
02/01/2019 15:00,DCNN,7511,1,1,HCM,1145,1011,163,45.27777778,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02/01/2019 14:51,0
02/01/2019 16:00,DCNN,7511,1,1,HCM,1145,1011,69,19.16666667,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02/01/2019 15:52,0
02/01/2019 17:00,DCNN,7511,1,1,HCM,1145,1011,5,1.388888889,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02/01/2019 16:53,0
02/01/2019 18:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02/01/2019 17:53,0
02/01/2019 19:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02/01/2019 18:51,0
02/01/2019 20:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02/01/2019 19:53,0
02/01/2019 21:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02/01/2019 20:52,0
02/01/2019 22:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02/01/2019 21:52,0
02/01/2019 23:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02/01/2019 22:53,0
03/01/2019 00:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02/01/2019 23:52,0
03/01/2019 01:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03/01/2019 00:53,0
03/01/2019 02:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03/01/2019 01:52,0
03/01/2019 03:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03/01/2019 02:52,0
03/01/2019 04:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03/01/2019 03:52,0
03/01/2019 05:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03/01/2019 04:53,0
03/01/2019 06:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03/01/2019 05:52,0
03/01/2019 07:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03/01/2019 06:52,0
03/01/2019 08:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03/01/2019 07:52,0
03/01/2019 09:00,DCNN,7511,1,1,HCM,1145,1011,1,0.277777778,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03/01/2019 08:52,0
03/01/2019 10:00,DCNN,7511,1,1,HCM,1145,1011,26,7.222222222,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03/01/2019 09:53,0
03/01/2019 11:00,DCNN,7511,1,1,HCM,1145,1011,75,20.83333333,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03/01/2019 10:52,0
03/01/2019 12:00,DCNN,7511,1,1,HCM,1145,1011,167,46.38888889,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03/01/2019 11:51,0
03/01/2019 13:00,DCNN,7511,1,1,HCM,1145,1011,217,60.27777778,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03/01/2019 12:51,0
03/01/2019 14:00,DCNN,7511,1,1,HCM,1145,1011,200,55.55555556,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03/01/2019 13:53,0
03/01/2019 15:00,DCNN,7511,1,1,HCM,1145,1011,162,45,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03/01/2019 14:53,0
03/01/2019 16:00,DCNN,7511,1,1,HCM,1145,1011,70,19.44444444,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03/01/2019 15:53,0
03/01/2019 17:00,DCNN,7511,1,1,HCM,1145,1011,5,1.388888889,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03/01/2019 16:53,0
03/01/2019 18:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03/01/2019 17:52,0
03/01/2019 19:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03/01/2019 18:51,0
03/01/2019 20:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03/01/2019 19:51,0
03/01/2019 21:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03/01/2019 20:52,0
03/01/2019 22:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03/01/2019 21:51,0
03/01/2019 23:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03/01/2019 22:51,0
04/01/2019 00:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03/01/2019 23:51,0
04/01/2019 01:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04/01/2019 00:51,0
04/01/2019 02:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04/01/2019 01:51,0
04/01/2019 03:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04/01/2019 02:51,0
04/01/2019 04:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04/01/2019 03:51,0
04/01/2019 05:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04/01/2019 04:51,0
04/01/2019 06:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04/01/2019 05:53,0
04/01/2019 07:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04/01/2019 06:51,0
04/01/2019 08:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04/01/2019 07:51,0
04/01/2019 09:00,DCNN,7511,1,1,HCM,1145,1011,4,1.111111111,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04/01/2019 08:52,0
04/01/2019 10:00,DCNN,7511,1,1,HCM,1145,1011,59,16.38888889,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04/01/2019 09:52,0
04/01/2019 11:00,DCNN,7511,1,1,HCM,1145,1011,185,51.38888889,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04/01/2019 10:51,0
04/01/2019 12:00,DCNN,7511,1,1,HCM,1145,1011,285,79.16666667,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04/01/2019 11:51,0
04/01/2019 13:00,DCNN,7511,1,1,HCM,1145,1011,378,105,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04/01/2019 12:52,0
04/01/2019 14:00,DCNN,7511,1,1,HCM,1145,1011,331,91.94444444,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04/01/2019 13:51,0
04/01/2019 15:00,DCNN,7511,1,1,HCM,1145,1011,215,59.72222222,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04/01/2019 14:51,0
04/01/2019 16:00,DCNN,7511,1,1,HCM,1145,1011,89,24.72222222,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04/01/2019 15:51,0
04/01/2019 17:00,DCNN,7511,1,1,HCM,1145,1011,11,3.055555556,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04/01/2019 16:51,0
04/01/2019 18:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04/01/2019 17:52,0
04/01/2019 19:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04/01/2019 18:51,0
04/01/2019 20:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04/01/2019 19:51,0
04/01/2019 21:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04/01/2019 20:52,0
04/01/2019 22:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04/01/2019 21:51,0
04/01/2019 23:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04/01/2019 22:51,0
05/01/2019 00:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04/01/2019 23:51,0
05/01/2019 01:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05/01/2019 00:51,0
05/01/2019 02:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05/01/2019 01:51,0
05/01/2019 03:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05/01/2019 02:52,0
05/01/2019 04:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05/01/2019 03:51,0
05/01/2019 05:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05/01/2019 04:51,0
05/01/2019 06:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05/01/2019 05:52,0
05/01/2019 07:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05/01/2019 06:51,0
05/01/2019 08:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05/01/2019 07:51,0
05/01/2019 09:00,DCNN,7511,1,1,HCM,1145,1011,2,0.555555556,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05/01/2019 08:52,0
05/01/2019 10:00,DCNN,7511,1,1,HCM,1145,1011,42,11.66666667,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05/01/2019 09:51,0
05/01/2019 11:00,DCNN,7511,1,1,HCM,1145,1011,106,29.44444444,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05/01/2019 10:51,0
05/01/2019 12:00,DCNN,7511,1,1,HCM,1145,1011,123,34.16666667,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05/01/2019 11:51,0
05/01/2019 13:00,DCNN,7511,1,1,HCM,1145,1011,121,33.61111111,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05/01/2019 12:51,0
05/01/2019 14:00,DCNN,7511,1,1,HCM,1145,1011,127,35.27777778,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05/01/2019 13:51,0
05/01/2019 15:00,DCNN,7511,1,1,HCM,1145,1011,80,22.22222222,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05/01/2019 14:51,0
05/01/2019 16:00,DCNN,7511,1,1,HCM,1145,1011,33,9.166666667,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05/01/2019 15:51,0
05/01/2019 17:00,DCNN,7511,1,1,HCM,1145,1011,3,0.833333333,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05/01/2019 16:51,0
05/01/2019 18:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05/01/2019 17:52,0
05/01/2019 19:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05/01/2019 18:51,0
05/01/2019 20:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05/01/2019 19:51,0
05/01/2019 21:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05/01/2019 20:52,0
05/01/2019 22:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05/01/2019 21:51,0
05/01/2019 23:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05/01/2019 22:51,0
06/01/2019 00:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05/01/2019 23:51,0
06/01/2019 01:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/01/2019 00:51,0
06/01/2019 02:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/01/2019 01:51,0
06/01/2019 03:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/01/2019 02:51,0
06/01/2019 04:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/01/2019 03:51,0
06/01/2019 05:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/01/2019 04:51,0
06/01/2019 06:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/01/2019 05:52,0
06/01/2019 07:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/01/2019 06:51,0
06/01/2019 08:00,DCNN,7511,1,1,HCM,1145,1011,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/01/2019 07:51,0
